date,nav,shares_outstanding,total_net_assets
2018-06-20,58.298717,83923725,4892645501.93
2018-06-21,57.714413,82723725,4774351196.79
2018-06-22,58.491235,81023725,4739177738.56
2018-06-25,57.633974,80073725,4614967018.39
2018-06-26,57.834174,78423725,4535571339.89
2018-06-27,57.639421,78323725,4514534126.4
2018-06-28,57.889692,77573725,4490719026.86
2018-06-29,58.057016,77423725,4494990459.75
2018-07-02,57.783113,77023725,4450670632.35
2018-07-03,57.609024,75273725,4336445806.01
2018-07-05,58.151848,74623725,4339507537.12
2018-07-06,58.44009,75473725,4410691315.45
2018-07-09,58.9861,75773725,4469596496.54
2018-07-10,59.4592,77273725,4594633861.67
2018-07-11,58.467307,79123725,4626151143.13
2018-07-12,58.61085,79323725,4649230964.2
2018-07-13,58.595486,79173725,4639222871.7
2018-07-16,58.129615,79623725,4628496442.14
2018-07-17,58.876028,78623725,4629052639.3
2018-07-18,58.90086,80973725,4769422007.48
2018-07-19,58.536696,81123725,4748714808.87
2018-07-20,58.300275,80373725,4685810286.54
2018-07-23,58.004528,80023725,4641738368.78
2018-07-24,58.738605,78073725,4585941720.58
2018-07-25,59.183285,78823725,4665047013.21
2018-07-26,59.512482,79523725,4732654272.45
2018-07-27,59.293338,79623725,4721156475.56
2018-07-30,59.168241,79123725,4681611667.83
2018-07-31,59.699592,79373725,4738579021.79
2018-08-01,59.11958,80223725,4742792888.24
2018-08-02,58.729543,80273725,4714439157.77
2018-08-03,59.264833,79223725,4695180808.64
2018-08-06,59.292573,79223725,4697378506.6
2018-08-07,59.439082,79223725,4708985459.13
2018-08-08,59.266789,80123725,4748675920.57
2018-08-09,59.549854,79373725,4726693705.03
2018-08-10,58.701355,79573725,4671085472.34
2018-08-13,58.110501,77923725,4528186692.83
2018-08-14,58.565448,77923725,4563637848.95
2018-08-15,57.645791,76923725,4434328988.12
2018-08-16,57.997278,76273725,4423668439.71
2018-08-17,58.417748,74973725,4379796204.55
2018-08-20,58.829653,74623725,4390087847.9
2018-08-21,59.058861,74623725,4407192179.9
2018-08-22,58.794548,74173725,4361010607.78
2018-08-23,58.385985,73623725,4298593674.12
2018-08-24,59.080418,73623725,4349720462.84
2018-08-27,59.924201,73523725,4405850453.09
2018-08-28,59.712825,74023725,4420165728.55
2018-08-29,60.140948,74023725,4451856973.05
2018-08-30,59.467307,74573725,4434698586.58
2018-08-31,59.316663,74373725,4411601178.92
2018-09-04,58.857922,78123725,4598200149.44
2018-09-05,59.219567,73423725,4348121186.71
2018-09-06,59.329575,73373725,4353231946.86
2018-09-07,59.00004,73373725,4329052684.45
2018-09-10,59.044804,73323725,4329384964.18
2018-09-11,59.157026,72473725,4287330032.53
2018-09-12,59.203922,77073725,4563066832.21
2018-09-13,59.4345,77473725,4604612091.43
2018-09-14,59.4217,74273725,4413471013.56
2018-09-17,59.606908,74623725,4448089488.42
2018-09-18,59.662227,74723725,4458183830.2
2018-09-19,60.332697,75923725,4580683076.84
2018-09-20,60.94834,76873725,4685325932.48
2018-09-21,60.542379,75773725,4587521582.98
2018-09-24,59.698583,78823725,4705664664.41
2018-09-25,59.408348,79523725,4724373147.06
2018-09-26,58.799881,81173725,4773005351.87
2018-09-27,58.268592,79273725,4619168348.55
2018-09-28,57.915826,82973725,4805491800.31
2018-10-01,58.507867,78523725,4594255664.45
2018-10-02,58.779139,78123725,4592045264.04
2018-10-03,58.322983,78123725,4556408723.07
2018-10-04,58.094098,77623725,4509480285.67
2018-10-05,57.622304,76773725,4423878889.62
2018-10-08,57.604481,76023725,4379307211.5
2018-10-09,55.670674,76023725,4232292009.69
2018-10-10,54.241872,73223725,3971791934.77
2018-10-11,53.599492,71723725,3844355243.09
2018-10-12,53.80522,71773725,3861801088.03
2018-10-15,53.569175,70873725,3796646998.14
2018-10-16,54.529142,71323725,3889221541.47
2018-10-17,54.081103,71823725,3884306245.76
2018-10-18,53.477662,71023725,3798182738.35
2018-10-19,53.141213,71273725,3787572225.44
2018-10-22,52.68519,71273725,3755069752.8
2018-10-23,52.117418,68273725,3558250235.13
2018-10-24,50.471085,68723725,3468560980.45
2018-10-25,51.173036,69123725,3537270890.71
2018-10-26,50.871647,67173725,3417238001.45
2018-10-29,50.706378,62573725,3172886958.75
2018-10-30,51.910391,67523725,3505182934.46
2018-10-31,52.600108,76923725,4046196206.94
2018-11-01,54.126551,77923725,4217742478.05
2018-11-02,53.964279,75473725,4072885181.02
2018-11-05,54.174987,75523725,4091496804.05
2018-11-06,55.025554,75873725,4174993771.55
2018-11-07,56.04145,76123725,4266083931.23
2018-11-08,55.754928,80023725,4461717038.13
2018-11-09,54.973692,79023725,4344225941.34
2018-11-12,54.157887,78723725,4263510617.36
2018-11-13,54.026662,76623725,4139724073.61
2018-11-14,53.922627,80723725,4352835275.03
2018-11-15,54.700092,76973725,4210469832.34
2018-11-16,55.19773,75623725,4174257939.73
2018-11-19,54.454206,75623725,4118029907.71
2018-11-20,53.451726,73323725,3919279661.83
2018-11-21,53.897196,73673725,3970807229.56
2018-11-23,53.302486,74073725,3948313658.48
2018-11-26,53.927053,74323725,4008059483.41
2018-11-27,53.25628,74223725,3952879476.54
2018-11-28,54.072628,74223725,4013471862.32
2018-11-29,54.437955,76073725,4141298004.68
2018-11-30,54.65103,73823725,4034542626.38
2018-12-03,55.57783,73873725,4105741303.67
2018-12-04,53.896697,73873725,3981549752.75
2018-12-06,53.183962,72223725,3841143817.32
2018-12-07,51.908922,72073725,3741269344.43
2018-12-10,52.055084,72073725,3751803796.61
2018-12-11,51.87144,72073725,3738567936.67
2018-12-12,52.333845,72073725,3771895130.34
2018-12-13,51.744597,72673725,3760472646.89
2018-12-14,51.369572,77423725,3977223604.54
2018-12-17,50.444399,71323725,3597882475.86
2018-12-18,50.717065,71023725,3602114861.49
